LSE/JPP3,"ETF 3X L JPY S£ ETP price (JPP3), Currency GBX"
LSE/47VU,"EI GRP 2018 share price (47VU), Currency GBP"
LSE/SEUR,"ETF S EUR L USD ETP price (SEUR), Currency USD"
LSE/CMFP,"ETFS ALL COM £ ETF price (CMFP), Currency GBX"
LSE/SNZD,"ETF S NZD L USD ETP price (SNZD), Currency USD"
LSE/3WHS,"ETFS -3X WHEAT ETP price (3WHS), Currency USD"
LSE/ALUM,"ETFS ALUMINIUM ETP price (ALUM), Currency USD"
LSE/SINP,"ETF S INR L £ ETP price (SINP), Currency GBX"
LSE/CATF,"ETFS CATF ETP price (CATF), Currency USD"
LSE/CARP,"ETFS CARBON £ ETP price (CARP), Currency GBX"
LSE/COFF,"ETFS COFFEE ETP price (COFF), Currency USD"
LSE/MLPI,"ETFS INFRA MLP ETF price (MLPI), Currency USD"
LSE/CASH,"ETFS EFUND CASH ETF price (CASH), Currency USD"
LSE/AUCO,"ETFS GOLDMINING ETF price (AUCO), Currency USD"
LSE/OSB1,"ETFS BRENT 1 ETP price (OSB1), Currency USD"
LSE/FKU,"FT UK ALDEX ETF price (FKU), Currency GBX"
LSE/PHPD,"ETFS METAL PAL ETP price (PHPD), Currency USD"
LSE/MLPX,"ETFS INFRA MLP ETF price (MLPX), Currency GBX"
LSE/PHPT,"ETFS METAL PLAT ETP price (PHPT), Currency USD"
LSE/SAGR,"ETFS SAGR ETP price (SAGR), Currency USD"
LSE/GMRB,"GEN.MOTORS BDRS share price (GMRB), Currency USD"
LSE/65LH,"GEN.ELEC4.875% share price (65LH), Currency GBP"
LSE/FGBL,"FT GBL EQ INCOM ETF price (FGBL), Currency GBX"
LSE/GCLA,"GRUPO CL.S share price (GCLA), Currency USD"
LSE/SWEA,"ETFS SWEA ETP price (SWEA), Currency USD"
LSE/SSIL,"ETFS SSIL ETP price (SSIL), Currency USD"
LSE/SOFT,"IPATH S&P SOFTS share price (SOFT), Currency GBX"
LSE/GFTU,"GRAFTON GRP.UTS share price (GFTU), Currency GBX"
LSE/HMCD,"HSBC MSCI CHNA$ ETF price (HMCD), Currency USD"
LSE/GHEW,"GRESHAM HSE. WT share price (GHEW), Currency GBX"
LSE/HPRO,"HSBC FTSE EP £ ETF price (HPRO), Currency GBX"
LSE/IESU,"IS SP ENERGY ETF price (IESU), Currency GBX"
LSE/HMEM,"HSBC MSCI EM $ ETF price (HMEM), Currency USD"
LSE/IPF1,"INTER.PERS.20 share price (IPF1), Currency GBP"
LSE/UIFS,"IS SP FINANCIAL ETF price (UIFS), Currency GBX"
LSE/IFSE,"ISH MSCIEUR ETF price (IFSE), Currency EUR"
LSE/UKPR,"ISH MSCITGTUKRE ETF price (UKPR), Currency EUR"
LSE/SUES,"IS SUS EM SRI ETF price (SUES), Currency GBX"
LSE/IWFM,"ISH W FACTOR MO ETF price (IWFM), Currency GBX"
LSE/IEQU,"ISH MSCIEURQUAL ETF price (IEQU), Currency EUR"
LSE/CUKX,"ISH FTSE100 ACC ETF price (CUKX), Currency GBX"
LSE/AGES,"ISHARES AGE POP ETF price (AGES), Currency GBX"
LSE/IFSW,"ISH MSCIWRLD ETF price (IFSW), Currency USD"
LSE/IDFF,"ISHR FE X-JPN ETF price (IDFF), Currency USD"
LSE/IMV,"ISHR EUR MV ETF price (IMV), Currency GBX"
LSE/IDAP,"ISHR APAC DIV ETF price (IDAP), Currency USD"
LSE/IHYU,"ISHR $ HY CORP ETF price (IHYU), Currency USD"
LSE/IEER,"ISHR EAS EUR CP ETF price (IEER), Currency GBX"
LSE/IEGE,"ISHR E GOV 0-1 ETF price (IEGE), Currency EUR"
LSE/EUE,"ISHR E STX 50-I ETF price (EUE), Currency GBX"
LSE/IEUT,"ISHR EUROF 100 ETF price (IEUT), Currency GBX"
LSE/CSKR,"ISHR KOREA A ETF price (CSKR), Currency USD"
LSE/IRCP,"ISHR EC IRH ETF price (IRCP), Currency EUR"
LSE/SEAG,"ISHR EURO AGG ETF price (SEAG), Currency GBP"
LSE/CKR1,"ISHR KOREA A ETF price (CKR1), Currency GBX"
LSE/71PP,"LEG&GEN.5.875% share price (71PP), Currency GBP"
LSE/IPRV,"ISHR L P EQ ETF price (IPRV), Currency GBX"
LSE/ACWU,"LYXOR ACWI $ ETF price (ACWU), Currency USD"
LSE/LLPE,"LLOYDS GRP6.475 share price (LLPE), Currency GBX"
LSE/IUSA,"ISHR S&P 500-I ETF price (IUSA), Currency GBX"
LSE/MINV,"ISHR WRLD MV ETF price (MINV), Currency GBX"
LSE/EIMI,"ISHRC EM IMI ETF price (EIMI), Currency USD"
LSE/BD22,"MAJEDIE INV 7Q% share price (BD22), Currency GBP"
LSE/96QO,"LLOYDS BK.40 share price (96QO), Currency GBP"
LSE/IGLT,"ISHRC UK GILT ETF price (IGLT), Currency GBP"
LSE/SUAS,"ISS SUS US SRI ETF price (SUAS), Currency USD"
LSE/SDHY,"ISHS $ SD HY ETF price (SDHY), Currency USD"
LSE/SLXX,"ISHRC £ CORP ETF price (SLXX), Currency GBP"
LSE/QDIV,"ISHS US DIV IQ ETF price (QDIV), Currency USD"
LSE/LGLD,"LG ELEC GDS S share price (LGLD), Currency USD"
LSE/94HJ,"LLOYDS BK.9E5% share price (94HJ), Currency GBP"
LSE/GIL5,"LYX GILTS 0-5Y ETF price (GIL5), Currency GBP"
LSE/LOCL,"LO EM GOV USD ETF price (LOCL), Currency USD"
LSE/CREE,"LO GL CORP EUR ETF price (CREE), Currency EUR"
LSE/AFSU,"LYXOR SO AFRI $ ETF price (AFSU), Currency USD"
LSE/1SBB,"ONESAV.7.875% share price (1SBB), Currency GBP"
LSE/KRWL,"LYXOR KOREA £ ETF price (KRWL), Currency GBX"
LSE/AFSL,"LYXOR SOUTH AF. ETF price (AFSL), Currency GBX"
LSE/MOAT,"MOAT A SHARES ETF price (MOAT), Currency USD"
LSE/STAW,"LYXOR WLD CS ETF price (STAW), Currency USD"
LSE/CEBA,"NATIONWDE.6SE share price (CEBA), Currency GBP"
LSE/RU2K,"LYXOR RUSL 2K £ ETF price (RU2K), Currency GBX"
LSE/OTES,"OTE ADS share price (OTES), Currency USD"
LSE/TRCN,"PJSC TRANS share price (TRCN), Currency USD"
LSE/USEF,"MS USEF ETF ETF price (USEF), Currency USD"
LSE/MINT,"PIMCO USD SHORT ETF price (MINT), Currency USD"
LSE/SXLI,"SPDR $ INDUST ETF price (SXLI), Currency USD"
LSE/WDMV,"OSSIAM WDMV US ETF price (WDMV), Currency USD"
LSE/GOLD,"RANDGOLD ADS share price (GOLD), Currency USD"
LSE/SSHY,"PIMCO HIGH YLD ETF price (SSHY), Currency GBP"
LSE/32ID,"RENOLD 6%PF. share price (32ID), Currency GBX"
LSE/RSGL,"RUSSELL GROWTH ETF price (RSGL), Currency GBX"
LSE/SXLF,"SPDR $ FINAN ETF price (SXLF), Currency USD"
LSE/EUHD,"PS E STOXX HDLV ETF price (EUHD), Currency GBX"
LSE/RUSC,"RAVEN RUSSIA6.5 share price (RUSC), Currency GBX"
LSE/SAN,"SANT UK.10TE% share price (SAN), Currency GBX"
LSE/RSVL,"RUSSELL VALUE ETF price (RSVL), Currency GBX"
LSE/5OUS,"SG 5OUS USD ETP price (5OUS), Currency USD"
LSE/46IE,"S & U 6%PF. share price (46IE), Currency GBX"
LSE/SSLV,"SOURCE PHY SILV ETP price (SSLV), Currency USD"
LSE/WHEA,"SPDR $WRLD HLTH ETF price (WHEA), Currency USD"
LSE/CSTP,"SPDR € CON STA ETF price (CSTP), Currency EUR"
LSE/XLUP,"SRCE US UTILS ETF price (XLUP), Currency GBX"
LSE/SMP1,"ST.MODWEN 19 share price (SMP1), Currency GBP"
LSE/XLPS,"SRCE US CON STA ETF price (XLPS), Currency USD"
LSE/TR40,"TR.0 5/8%IL 40 share price (TR40), Currency GBP"
LSE/CMBU,"UBS ETC CBCOM U ETP price (CMBU), Currency USD"
LSE/UC15,"UBSETF CCGBAS ETF price (UC15), Currency GBX"
LSE/FLEU,"UBS ETC CON $ ETP price (FLEU), Currency USD"
LSE/LCOG,"UBS ETC BRENT £ ETP price (LCOG), Currency GBP"
LSE/ENGB,"UBS ETC ENRG G ETP price (ENGB), Currency GBP"
LSE/UC94,"UBSETF S2HGBD ETF price (UC94), Currency GBX"
LSE/NGAU,"UBS ETC NAGAS U ETP price (NGAU), Currency USD"
LSE/UC95,"UBSETF UC95 ETF price (UC95), Currency GBX"
LSE/UB17,"UBSETF EMVGBA ETF price (UB17), Currency GBX"
LSE/UC96,"UBSETF UC96 ETF price (UC96), Currency GBX"
LSE/47UV,"UTD WTR.5.625% share price (47UV), Currency GBP"
LSE/UCDH,"UBSETF UCDH ETF price (UCDH), Currency GBX"
LSE/VDMO,"VANGUARDGLBLMOM ETF price (VDMO), Currency USD"
LSE/96IO,"VALUEINC.9TE% share price (96IO), Currency GBP"
LSE/VGOV,"VANGUARD UKGILT ETF price (VGOV), Currency GBP"
LSE/UTLE,"UIL FIN 20 share price (UTLE), Currency GBX"
LSE/UC44,"UBSETF WSRGBA ETF price (UC44), Currency GBX"
LSE/UBLS,"UTD.BK (REGS) share price (UBLS), Currency USD"
LSE/HEDP,"WT EEQ GBH ETF ETF price (HEDP), Currency GBX"
LSE/GGRW,"WT GL GRW ETF ETF price (GGRW), Currency USD"
LSE/TRKY,"ZY ALTIF TRK SB ETF price (TRKY), Currency GBX"
LSE/DXJ,"WT JPY-HG ETF ETF price (DXJ), Currency USD"
LSE/DHSD,"WT US EQ DIV ETF price (DHSD), Currency USD"
LSE/YKBD,"YAPI KREDI GDR share price (YKBD), Currency USD"
LSE/IEVF,"INGENIOUS F ORD share price (IEVF), Currency GBX"
LSE/BC88,"CHEMRING 7%PRF share price (BC88), Currency GBX"
LSE/IRAO,"INTER RAO S share price (IRAO), Currency USD"
LSE/LKOB,"LUKOIL'B'GDR S share price (LKOB), Currency USD"
LSE/LVD,"LAVENDON GROUP share price (LVD), Currency GBX"
LSE/BD32,"LEWIS PHP.7HPF share price (BD32), Currency GBX"
LSE/PHNF,"PHOENIX GRP FP share price (PHNF), Currency GBX"
LSE/TMZ,"TOUMAZ share price (TMZ), Currency GBX"
LSE/XEMM,"DBX EM MATERIAL ETF price (XEMM), Currency USD"
LSE/XMEF,"DBX EM FINANCLS ETF price (XMEF), Currency USD"
LSE/BD45,"LEWIS PHP.5%PF share price (BD45), Currency GBX"
LSE/GLS,"GALASYS share price (GLS), Currency GBX"
LSE/BRFC,"BLACKROCK FR C share price (BRFC), Currency GBX"
LSE/TNG,"TANGENT share price (TNG), Currency GBX"
LSE/MTV,"MOTIVE TV share price (MTV), Currency GBX"
LSE/XWFD,"DBX MSCI FINAN$ ETF price (XWFD), Currency USD"
LSE/AKT,PREMIER VET GRP share price (PVG) (AKT)
LSE/CRM,CARRS GROUP share price (CARR) (CRM)
LSE/SUEL,"SUZLON EN. share price (SUEL), Currency USD"
LSE/ABT,"ABBOTT LABS share price (ABT), Currency USD"
LSE/AIA,"ALTIN REG share price (AIA), Currency USD"
LSE/XMEN,"DBX EM TELECOMM ETF price (XMEN), Currency USD"
LSE/BC32,"LEWIS (J)7%PF share price (BC32), Currency GBX"
LSE/QPP,WATCHSTONE GRP share price (WTG) (QPP)
LSE/SNCL,SINCLAIR WILL. share price (SNCL) (SNCL)
LSE/SER,SEFTON RESOURCES INC. COM SHS NPV (SER)
LSE/TPVC,"TRIPLE POINT C share price (TPVC), Currency GBX"
LSE/WLG,"WIRELESS GRP share price (WLG), Currency GBX"
LSE/LB1D,LBG CAP 1 19 share price (LB1D) (LB1D)
LSE/MJW,MAJESTIC WINE share price (WINE) (MJW)
LSE/PUR,PURE WAFER share price (PUR) (PUR)
LSE/UTV,WIRELESS GRP share price (WLG) (UTV)
LSE/AVA,"AVANTI CAP. share price (AVA), Currency GBX"
LSE/PNA,"PENNA CONSULTNG share price (PNA), Currency GBX"
LSE/OSU,"ORSU METALS share price (OSU), Currency GBX"
LSE/XCH,"XCHANGING share price (XCH), Currency GBX"
LSE/RPO,"RUSPETRO share price (RPO), Currency GBX"
LSE/METL,"LYXOR METALS $ ETF price (METL), Currency USD"
LSE/BBEL,"LYXOR EM BBRIC£ ETF price (BBEL), Currency GBX"
LSE/UC49,"UBSETF GCMGBY ETF price (UC49), Currency GBX"
LSE/LED,"LED HLDGS share price (LED), Currency GBX"
LSE/JGBS,"LYXOR DS JGB £ ETF price (JGBS), Currency GBX"
LSE/46HA,"INVESTEC 3H%PF share price (46HA), Currency GBP"
LSE/PERI,"SRCE NOM PERI ETF price (PERI), Currency USD"
LSE/XWHD,"DBX MSCI HEALT$ ETF price (XWHD), Currency USD"
LSE/XWED,"DBX MSCI ENERG$ ETF price (XWED), Currency USD"
LSE/ECWL,"ECOFIN WTR.CONV share price (ECWL), Currency GBX"
LSE/XWID,"DBX MSCI INDUS$ ETF price (XWID), Currency USD"
LSE/DO1A,"DOWN. 4 DSO A share price (DO1A), Currency GBX"
LSE/GE05,"SG ISSUER 25 ETP price (GE05), Currency GBP"
LSE/FAST,"FASTNET EQUITY share price (FAST), Currency GBX"
LSE/JZCN,"JZ CAPITAL ZDP share price (JZCN), Currency GBX"
LSE/UCP,"UCP PLC share price (UCP), Currency GBX"
LSE/AAI,"ATLAS AFRIC share price (AAI), Currency GBX"
LSE/AV_,AVIVA share price (AV.) (AV_)
LSE/ENEG,NU-OIL & GAS share price (NUOG) (ENEG)
LSE/IPSA,"IPSA GRP share price (IPSA), Currency GBX"
LSE/ACHP,"ASIA CERAMICS share price (ACHP), Currency GBX"
LSE/IPP,"IPPLUS share price (IPP), Currency GBX"
LSE/XMEE,"DBX EAST EUROPE ETF price (XMEE), Currency USD"
LSE/TPO,"TRIPLE POINT 11 share price (TPO), Currency GBX"
LSE/AMA,"AMARA MING share price (AMA), Currency GBX"
LSE/BSY,SKY PLC share price (SKY) (BSY)
LSE/BP_,BP share price (BP.) (BP_)
LSE/DOR,DORIEMUS share price (DOR) (DOR)
LSE/EWR,AMBRIAN PLC share price (AMBR) (EWR)
LSE/JD_,JD SPORTS share price (JD.) (JD_)
LSE/LB2L,LBG CAP 2 23 share price (LB2L) (LB2L)
LSE/LB2U,LBG CAP 2 29 share price (LB2U) (LB2U)
LSE/RSS,"RAB SPE share price (RSS), Currency GBX"
LSE/REX,"REXAM share price (REX), Currency GBX"
LSE/XWMD,"DBX MSCI MATRL$ ETF price (XWMD), Currency USD"
LSE/XUGS,"DBX UK GILTS SD ETF price (XUGS), Currency GBX"
LSE/TEA,"TEATHERS FIN share price (TEA), Currency GBX"
LSE/MPCE,"CONT EURO + ETF ETF price (MPCE), Currency GBX"
LSE/MPCX,"SRC MAN CE EUR ETF price (MPCX), Currency EUR"
LSE/ADMF,"ADV.DEV.MKT TST share price (ADMF), Currency GBX"
LSE/IERE,INVISTA EURO. share price (IERE) (IERE)
LSE/LBB,"LITEBULB GRP share price (LBB), Currency GBX"
LSE/UC42,"UBSETF BRAGBY ETF price (UC42), Currency GBX"
LSE/MNZN,"MENZIES(J) NP share price (MNZN), Currency GBX"
LSE/FQM,"FIRST QUANTUM share price (FQM), Currency GBX"
LSE/DWCU,"DW CATALYST. $ share price (DWCU), Currency USD"
LSE/HCL,"HELLENIC CARR. share price (HCL), Currency GBX"
LSE/IHUK,"IMPACT HOLDINGS share price (IHUK), Currency GBX"
LSE/SBLM,"SABLE MINING share price (SBLM), Currency GBX"
LSE/FOGL,FALKLAND O&G share price (FOGL) (FOGL)
LSE/36JS,DEV.SECS.11%DEB share price (36JS) (36JS)
LSE/JRIC,JAPAN RESIDENT. share price (JRIC) (JRIC)
LSE/AIP,AIR PARTNER share price (AIR) (AIP)
LSE/CF_,CANACC (CF_)
LSE/HGR8,GAMA AVIATION share price (GMAA) (HGR8)
LSE/WIND,RENEWABLE ENG. share price (WIND) (WIND)
LSE/SNAK,"SNACKTIME share price (SNAK), Currency GBX"
LSE/RVG,HVIVO share price (HVO) (RVG)
LSE/COBN,"COBHAM NP share price (COBN), Currency GBX"
LSE/XDTK,"DBX MSCI TUR 1D ETF price (XDTK), Currency GBX"
LSE/FRX,KERAS RES share price (KRS) (FRX)
LSE/SWP,"SWP GRP. share price (SWP), Currency GBX"
LSE/TAL,"TEN ALPS share price (TAL), Currency GBX"
LSE/NEW,"NEW WORLD OIL share price (NEW), Currency GBX"
LSE/62JT,"WITAN INV.8H%DB share price (62JT), Currency GBP"
LSE/IE1E,"INGENIOUS E ORD share price (IE1E), Currency GBX"
LSE/IEVE,"INGENIOUS E ORD share price (IEVE), Currency GBX"
LSE/IE1D,"INGENIOUS 1 D share price (IE1D), Currency GBX"
LSE/IE1H,"INGENIOUS 1 H share price (IE1H), Currency GBX"
LSE/ENRT,"ENVIRON.RECYCLE share price (ENRT), Currency GBX"
LSE/NMBA,"NMBZ HLDGS ZIM share price (NMBA), Currency USD"
LSE/ACBD,"ALPHA BK.GDR share price (ACBD), Currency USD"
LSE/MPAS,"MAN ASIA + ETF ETF price (MPAS), Currency USD"
LSE/GKN,"GKN share price (GKN), Currency GBX"
LSE/PGY,"PROGILITY share price (PGY), Currency GBX"
LSE/SKS,"RENEWI PLC share price (RWI), Currency GBX"
LSE/YOLO,"YOLO LEISURE share price (YOLO), Currency GBX"
LSE/BC12,"BETTER CAP 2012 share price (BC12), Currency GBX"
LSE/45JX,"BCRE-BRACK CP22 share price (45JX), Currency USD"
LSE/42TF,"CO-OP.GP. 25 share price (42TF), Currency GBP"
LSE/XAXJ,"DBX MSCI ASIA £ ETF price (XAXJ), Currency GBX"
LSE/XPXJ,"DBX PAC EXJAP £ ETF price (XPXJ), Currency GBX"
LSE/XS3R,"DBX STOXX FOOD ETF price (XS3R), Currency GBX"
LSE/GBNO,"ETF L NOK S GBP ETP price (GBNO), Currency GBX"
LSE/TINM,"ETFS TIN ETP price (TINM), Currency USD"
LSE/HMYR,"HSBC MSCI MY ETF price (HMYR), Currency GBX"
LSE/IITU,"IS SP TECH ETF price (IITU), Currency GBX"
LSE/CU71,"ISHR $ GOV 3-7A ETF price (CU71), Currency GBX"
LSE/SUSS,"ISHS EUR CORP03 ETF price (SUSS), Currency GBX"
LSE/LLPG,"LLOYDS GRP6.367 share price (LLPG), Currency GBX"
LSE/DJEU,"LYXOR DJIA $ ETF price (DJEU), Currency USD"
LSE/NPSN,"NASPERS share price (NPSN), Currency USD"
LSE/S250,"SRCE FTSE 250 ETF price (S250), Currency GBX"
LSE/XLVP,"SRCE US HEALTH ETF price (XLVP), Currency GBX"
LSE/UC60,"UBSETF EUGBBH ETF price (UC60), Currency GBX"
LSE/UC63,"UBSETF UKGBPA ETF price (UC63), Currency GBX"
LSE/ARM,"ARM HLDGS. share price (ARM), Currency GBX"
LSE/MOS,"MOBILE STREAMS share price (MOS), Currency GBX"
LSE/ATT,"ALLIANZ TECH share price (ATT), Currency GBX"
LSE/GDR,"GENEDRIVE share price (GDR), Currency GBX"
LSE/PROG,"PRO GLOBAL INS. share price (PROG), Currency GBX"
LSE/BRNA,"BLACKROCK BRNA share price (BRNA), Currency GBX"
LSE/RDSA,"RDS 'A' share price (RDSA), Currency GBX"
LSE/BSD,"B.S.D CROWN DI share price (BSD), Currency GBX"
LSE/DIS,"DISTIL share price (DIS), Currency GBX"
LSE/CGH,"CHAARAT GOLD share price (CGH), Currency GBX"
LSE/AADV,"ALBION. DEV VCT share price (AADV), Currency GBX"
LSE/DNLM,"DUNELM share price (DNLM), Currency GBX"
LSE/AMP,"AMPHION share price (AMP), Currency GBX"
LSE/MIG1,"MAVEN INCOME 1 share price (MIG1), Currency GBX"
LSE/GSS,"GENESIS E.M.F. share price (GSS), Currency GBX"
LSE/WWH,"WORLDWIDE HC share price (WWH), Currency GBX"
LSE/PURP,"PURPLEBRICKS share price (PURP), Currency GBX"
LSE/BLP,"BLUE PLANET INV share price (BLP), Currency GBX"
LSE/CAU,"CENTAUR share price (CAU), Currency GBX"
LSE/CNKS,"CENKOS SEC share price (CNKS), Currency GBX"
LSE/FUM,"FUTURA MED. share price (FUM), Currency GBX"
LSE/CML,"CML MICROSYSTEM share price (CML), Currency GBX"
LSE/HMSO,"HAMMERSON share price (HMSO), Currency GBX"
LSE/R4E,"REACH4ENTERTAIN share price (R4E), Currency GBX"
LSE/SCF,"SCHRODER INC. share price (SCF), Currency GBX"
LSE/TED,"TED BAKER share price (TED), Currency GBX"
LSE/PZC,"PZ CUSSONS share price (PZC), Currency GBX"
LSE/PCF,"PRIVATE&COMM. share price (PCF), Currency GBX"
LSE/IPE,"INVESCO PERP. share price (IPE), Currency GBX"
LSE/SDRC,"SCHRODERS NV share price (SDRC), Currency GBX"
LSE/HYG,"HYGEA VCT share price (HYG), Currency GBX"
LSE/SPD,"SPORTSDIRECT share price (SPD), Currency GBX"
LSE/PU12,"PUMA 12 share price (PU12), Currency GBX"
LSE/OMIP,"ONE MEDIA share price (OMIP), Currency GBX"
LSE/SJG,"SCHRODER JAPAN share price (SJG), Currency GBX"
LSE/SIGT,"SENECA GLBL share price (SIGT), Currency GBX"
LSE/SAFE,"SAFESTORE share price (SAFE), Currency GBX"
LSE/PUMX,"PUMA VCT 10 share price (PUMX), Currency GBX"
LSE/RB,"RECKITT BEN. GP share price (RB.), Currency GBX"
LSE/ROR,"ROTORK share price (ROR), Currency GBX"
LSE/RE,"R.E.A.HLDGS. share price (RE.), Currency GBX"
LSE/RXB,"REX BIONICS share price (RXB), Currency GBX"
LSE/SNT,"SABIEN TECH. share price (SNT), Currency GBX"
LSE/ATR,"SCHRODER ASIAN share price (ATR), Currency GBX"
LSE/TERN,"TERN share price (TERN), Currency GBX"
LSE/SCLP,"SCANCELL HLDGS share price (SCLP), Currency GBX"
LSE/VRS,"VERSARIEN share price (VRS), Currency GBX"
LSE/TMPL,"TEMPLE BAR share price (TMPL), Currency GBX"
LSE/THRL,"TARGET HEALTH share price (THRL), Currency GBX"
LSE/WRES,"W RESOURCES share price (WRES), Currency GBX"
LSE/VLK,"PEBBLE BEACH share price (PEB), Currency GBX"
LSE/EUT,"THE EURO INV share price (EUT), Currency GBX"
LSE/ADA,"ADAMS share price (ADA), Currency EUR"
LSE/WTE,"WESTMOUNT ENGY. share price (WTE), Currency GBX"
LSE/AFMC,"ABER. FRNT. NPV share price (AFMC), Currency GBX"
LSE/WSBN,"WISHBONE share price (WSBN), Currency GBX"
LSE/AGOU,"ASHMR. GBL.USD share price (AGOU), Currency USD"
LSE/ZOL,"ZOLTAV RES share price (ZOL), Currency GBX"
LSE/CAPD,"CAPITAL DRILL share price (CAPD), Currency GBX"
LSE/ASPL,"ASEANA PROP. share price (ASPL), Currency USD"
LSE/CGI,"CANADIAN GEN. share price (CGI), Currency GBX"
LSE/WKP,"WORKSPACE GRP. share price (WKP), Currency GBX"
LSE/ARTL,"ALPHA REAL share price (ARTL), Currency GBX"
LSE/VEIL,"VIETNAM ENT share price (VEIL), Currency GBX"
LSE/JPM,"JP MORGAN share price (JPM), Currency USD"
LSE/ESCH,"ESCHER GRP share price (ESCH), Currency GBX"
LSE/AA4,"AMEDEO AFP share price (AA4), Currency GBX"
LSE/CEY,"CENTAMIN share price (CEY), Currency GBX"
LSE/3IN,"3I INF. ORD share price (3IN), Currency GBX"
LSE/MVIR,"MARWYN VAL.REAL share price (MVIR), Currency GBX"
LSE/CZB,"COMMERZBANK ORD share price (CZB), Currency EUR"
LSE/DWCG,"DW CATALYST. £ share price (DWCG), Currency GBX"
LSE/FBH,"F.B.D.HLDGS share price (FBH), Currency EUR"
LSE/HBRN,"HIBERNIA REIT share price (HBRN), Currency EUR"
LSE/VNL,"VINALAND share price (VNL), Currency USD"
LSE/HON,"HONEYWELL INT. share price (HON), Currency USD"
LSE/TFG,"TETRAGON FIN share price (TFG), Currency USD"
LSE/MXF,"MEDICX FUND share price (MXF), Currency GBX"
LSE/GRL,"GOLDSTONE RES share price (GRL), Currency GBX"
LSE/MHM,"MARSH&MCLENNAN share price (MHM), Currency USD"
LSE/MFX,"MANX FINANCIAL share price (MFX), Currency GBX"
LSE/PACL,"PACIFIC ALL.CH. share price (PACL), Currency USD"
LSE/XLM,"XLMEDIA share price (XLM), Currency GBX"
LSE/WPP,"WPP share price (WPP), Currency GBX"
LSE/SPPC,"ST PETER PORT share price (SPPC), Currency GBX"
LSE/LXB,"LXB RETAIL share price (LXB), Currency GBX"
LSE/SIGB,"SHERBORNE INV B share price (SIGB), Currency GBX"
LSE/NWIG,"NORTHWEST INV share price (NWIG), Currency GBX"
LSE/SGI,"STANLEY GIBBONS share price (SGI), Currency GBX"
LSE/TDE,"TELEFONICA SA O share price (TDE), Currency EUR"
LSE/OGN,"ORIGIN share price (OGN), Currency EUR"
LSE/RICO,"RICOH ORD share price (RICO), Currency JPY"
LSE/TG47,"1 1/2% TG 47 share price (TG47), Currency GBP"
LSE/TG52,"0 1/4% IL 52 share price (TG52), Currency GBP"
LSE/TR24,"0 1/8 IL TR 24 share price (TR24), Currency GBP"
LSE/T29,"0 1/8% IL 29 share price (T29), Currency GBP"
LSE/TY22,"0 1/2% 22 share price (TY22), Currency GBP"
LSE/AMKD,"AMTEK GDR share price (AMKD), Currency USD"
LSE/SUP5,"5XSHORT E LONG£ ETP price (SUP5), Currency GBX"
LSE/BLBD,"BLOM BANK GDS share price (BLBD), Currency USD"
LSE/CN1,"AMUNDI MSCI NOR ETF price (CN1), Currency GBX"
LSE/TPHU,"AMUNDI TPHU ETF price (TPHU), Currency USD"
LSE/93OD,"BANK SCOT.6.375 share price (93OD), Currency GBP"
LSE/LUD5,"5XSHORT E LONG$ ETP price (LUD5), Currency USD"
LSE/CBKD,"COM.INT.BK.REGS share price (CBKD), Currency USD"
LSE/87PN,"BARCLAYS 7.125% share price (87PN), Currency GBP"
LSE/EUP5,"5XLONG E SHORT£ ETP price (EUP5), Currency GBX"
LSE/USP5,"5XLONG$ SHORT£ ETP price (USP5), Currency GBX"
LSE/RS2G,"AMUNDI RS2G ETF price (RS2G), Currency GBX"
LSE/TR21,"8% 21 share price (TR21), Currency GBP"
LSE/CWEG,"AMUNDI CWEG ETF price (CWEG), Currency GBX"
LSE/SMRG,"AMUNDI SMRG ETF price (SMRG), Currency GBX"
LSE/70GD,"ANTOFAG.5%PR share price (70GD), Currency GBX"
LSE/RS2U,"AMUNDI RS2U ETF price (RS2U), Currency USD"
LSE/CEUR,"AMUNDI MSCI EUR ETF price (CEUR), Currency GBX"
LSE/79NF,"ASSURA PRP 21 share price (79NF), Currency GBP"
LSE/3HCS,"BOOSTCOPPER3XS ETP price (3HCS), Currency USD"
LSE/3SEM,"BOOSTEM-3X ETP price (3SEM), Currency GBX"
LSE/ZC3G,"BMO 3-7 GCORP ETF price (ZC3G), Currency GBP"
LSE/ZIEM,"BMO EM ETF price (ZIEM), Currency GBP"
LSE/XSIL,"DBETC PHYS SILV ETP price (XSIL), Currency USD"
LSE/3BRS,"BOOSTBRL-3X ETP price (3BRS), Currency USD"
LSE/BUR1,"BURFORD 22 share price (BUR1), Currency GBP"
LSE/XMLD,"DBX EM LATAM$ ETF price (XMLD), Currency USD"
LSE/XD5F,"DBX EUR 50EXFD ETF price (XD5F), Currency GBX"
LSE/3SGO,"BOOSTGOLD3S£ ETP price (3SGO), Currency GBX"
LSE/XAHG,"DBX ASIA £ ETF price (XAHG), Currency GBX"
LSE/XDEV,"DBX EQF IDX DR ETF price (XDEV), Currency GBX"
LSE/GLD,"BOOSTGOLD ETP price (GLD), Currency USD"
LSE/XSPD,"DBX S&P 500 S $ ETF price (XSPD), Currency USD"
LSE/VILX,"BOOSTVIX2.25X ETP price (VILX), Currency GBX"
LSE/XGLS,"DB PHYS GLD HGD ETP price (XGLS), Currency GBX"
